typehus,grund,postnummer,adresse,vaerelse,href,energimaerke
Villa,"Vær.
6",8330 Beder,Vilhelmsborgvænget 69,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/638217698,"Grund
1.038"
Villa,"Vær.
6",8000 Aarhus C,Absalonsgade 22,em em--f tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/119204595,"Grund
148"
Andelsbolig,"Vær.
1",8000 Aarhus C,"Augustenborggade 21C, 4. mf",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/702825235,"Grund
-"
Villa,"Vær.
8",8240 Risskov,Strandborgvej 6,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/875672620,"Grund
1.303"
Villa,"Vær.
4",8340 Malling,Majsvænget 134,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/329596121,"Grund
469"
Villa,"Vær.
4",8471 Sabro,Borum Landevej 9,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/720079814,"Grund
1.244"
Villa,"Vær.
7",8240 Risskov,Østre Strandalle 11,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/403354896,"Grund
805"
Villa,"Vær.
3",8381 Tilst,Havkærvej 53,em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/752993045,"Grund
1.108"
Andelsbolig,"Vær.
3",8355 Solbjerg,Egevangen 61,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/899287656,"Grund
-"
Ejerlejlighed,"Vær.
1",8240 Risskov,"Tirstrupvej 2, st. th",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/604868759,"Grund
789"
Fritidsbolig,"Vær.
4",8340 Malling,Hybenvænget 22,,https://www.boligsiden.dk/arkiv/591595666,"Grund
1.023"
Villa,"Vær.
4",8230 Åbyhøj,Thorsvej 13,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/203844157,"Grund
296"
Ejerlejlighed,"Vær.
2",8240 Risskov,"Skejbygårdsvej 42, 2. tv",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/317012186,"Grund
-"
Villa,"Vær.
13",8000 Aarhus C,Niels W. Gades Vej 9,em em--g tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/987536855,"Grund
3.718"
Villa,"Vær.
5",8381 Tilst,Todderupparken 14,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/458408402,"Grund
795"
Villa,"Vær.
4",8240 Risskov,Hørgårdsvej 49A,em em--f tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/793397050,"Grund
650"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Banegårdsgade 16, 4. a",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/794067741,"Grund
-"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Åhusene 6, 2. 5",,https://www.boligsiden.dk/arkiv/517474097,"Grund
-"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Åhusene 6, 4. 5",,https://www.boligsiden.dk/arkiv/713915863,"Grund
-"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Åhusene 6, 3. 2",,https://www.boligsiden.dk/arkiv/834116109,"Grund
-"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Åhusene 6, 1. 4",,https://www.boligsiden.dk/arkiv/915188773,"Grund
-"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Åhusene 6, 3. 1",,https://www.boligsiden.dk/arkiv/534840160,"Grund
-"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Åhusene 6, 4. 1",,https://www.boligsiden.dk/arkiv/259342726,"Grund
-"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Åhusene 6, 6. 2",,https://www.boligsiden.dk/arkiv/742372923,"Grund
-"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Åhusene 6, 2. 4",,https://www.boligsiden.dk/arkiv/956207865,"Grund
-"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Åhusene 6, 7. 1",,https://www.boligsiden.dk/arkiv/179162478,"Grund
-"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Åhusene 6, 2. 3",,https://www.boligsiden.dk/arkiv/155307125,"Grund
-"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Åhusene 6, 4. 2",,https://www.boligsiden.dk/arkiv/427764646,"Grund
-"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Åhusene 6, 1. 3",em em--b tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/420541042,"Grund
-"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Åhusene 6, 1. 5",,https://www.boligsiden.dk/arkiv/722414397,"Grund
-"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Åhusene 6, 3. 4",,https://www.boligsiden.dk/arkiv/735694631,"Grund
-"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Åhusene 6, 3. 5",,https://www.boligsiden.dk/arkiv/967767062,"Grund
-"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Åhusene 6, 4.",,https://www.boligsiden.dk/arkiv/512464372,"Grund
-"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Åhusene 6, 7. 5",,https://www.boligsiden.dk/arkiv/668767657,"Grund
-"
Andelsbolig,"Vær.
2",8000 Aarhus C,"Hedemannsgade 16, 3. th",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/521110934,"Grund
-"
Villa,"Vær.
5",8320 Mårslet,Agervej 53,em em--f tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/153580169,"Grund
968"
Ejerlejlighed,"Vær.
1",8260 Viby J,"Grøndalsvej 72, 1.",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/632625893,"Grund
-"
Rækkehus,"Vær.
5",8520 Lystrup,Elsted Kirkevej 22,,https://www.boligsiden.dk/arkiv/911630749,"Grund
337"
Villa,"Vær.
4",8220 Brabrand,Vandværksvej 5,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/640285978,"Grund
786"
Villa,"Vær.
3",8240 Risskov,Vestre Strandallé 70 D,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/594025929,"Grund
389"
Villa,"Vær.
5",8310 Tranbjerg J,Børupvej 245,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/261293227,"Grund
779"
Ejerlejlighed,"Vær.
2",8200 Aarhus N,"Niels Juels Gade 25, 3. th",em em--a tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/832453850,"Grund
-"
Ejerlejlighed,"Vær.
3",8200 Aarhus N,"Steen Billes Torv 1, st. th",em em--f tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/986782762,"Grund
-"
Ejerlejlighed,"Vær.
5",8240 Risskov,"Vestre Skovvej 7A, st.",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/455684650,"Grund
1.295"
Villa,"Vær.
5",8210 Aarhus V,Tingvej 20,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/208691163,"Grund
784"
Ejerlejlighed,"Vær.
3",8240 Risskov,"Skejbygårdsvej 20, st.",em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/956115788,"Grund
-"
Rækkehus,"Vær.
5",8320 Mårslet,Nymarks Allé 53,em em--b tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/850548926,"Grund
544"
Ejerlejlighed,"Vær.
2",8200 Aarhus N,"Herluf Trolles Gade 46, st.",em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/195687026,"Grund
754"
Rækkehus,"Vær.
3",8000 Aarhus C,Wilstersgade 49,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/372372412,"Grund
204"
Villa,"Vær.
6",8200 Aarhus N,Stavangergade 4,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/980801206,"Grund
366"
Villa,"Vær.
5",8000 Aarhus C,Sjællandsgade 47,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/412700330,"Grund
130"
Villa,"Vær.
7",8250 Egå,Skæringvangen 38,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/324795334,"Grund
872"
Andelsbolig,"Vær.
2",8000 Aarhus C,"Læssøesgade 53, 1. tv",em em--f tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/868440796,"Grund
-"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Mejlgade 72A, st.",em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/350345762,"Grund
-"
Andelsbolig,"Vær.
2",8000 Aarhus C,"Østboulevarden 11F, 2.",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/768204852,"Grund
-"
Ejerlejlighed,"Vær.
4",8000 Aarhus C,"Vestergade 56D, 2.",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/739349319,"Grund
-"
Andelsbolig,"Vær.
2",8000 Aarhus C,"Montanagade 42 A, 2. tv",em em--f tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/403041985,"Grund
-"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Frederiksgade 9, 1. 1",em em--b tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/474407291,"Grund
-"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Mejlgade 69, st. tv",em em--f tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/792104958,"Grund
-"
Ejerlejlighed,"Vær.
4",8000 Aarhus C,"Guldsmedgade 32B, st.",em em--f tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/260184341,"Grund
-"
Ejerlejlighed,"Vær.
4",8000 Aarhus C,"Klostergade 10, 2. tv",em em--f tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/354129011,"Grund
-"
Andelsbolig,"Vær.
1",8000 Aarhus C,"Nordborggade 45, st. th",em em--f tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/962139249,"Grund
-"
Andelsbolig,"Vær.
3",8000 Aarhus C,"Max Müllers Gade 5, 3. tv",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/666226422,"Grund
-"
Ejerlejlighed,"Vær.
6",8000 Aarhus C,"Ole Rømers Gade 2, 4.",em em--f tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/412278169,"Grund
-"
Andelsbolig,"Vær.
2",8000 Aarhus C,"Odensegade 30, 2. th",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/635902647,"Grund
-"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Silkeborgvej 120, 3. th",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/937848478,"Grund
-"
Rækkehus,"Vær.
4",8240 Risskov,Alsvej 3,em em--f tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/987256584,"Grund
304"
Villa,"Vær.
4",8230 Åbyhøj,Oehlenschlægersvej 19A,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/874181818,"Grund
569"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"J.M.Mørks Gade 5, 1. th",em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/858104447,"Grund
-"
Andelsbolig,"Vær.
2",8200 Aarhus N,"Niels Juels Gade 74, 1.",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/190083990,"Grund
156"
Rækkehus,"Vær.
4",8381 Tilst,Enøvænget 48,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/824747053,"Grund
337"
Helårsgrund,"Vær.
0",8541 Skødstrup,Tronkærlund del nr. 36,,https://www.boligsiden.dk/arkiv/832390246,"Grund
1.009"
Helårsgrund,"Vær.
0",8541 Skødstrup,Tronkærlund del nr. 41,,https://www.boligsiden.dk/arkiv/586450383,"Grund
985"
Villa,"Vær.
6",8270 Højbjerg,Næsbyvej 2,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/690329760,"Grund
1.452"
Ejerlejlighed,"Vær.
2",8260 Viby J,"Grøndalsvej 64, 2.",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/618157055,"Grund
-"
Andelsbolig,"Vær.
2",8000 Aarhus C,Hedemannsgade 11,em em--f tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/434414617,"Grund
-"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Jægergårdsgade 88, 1. th",em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/990394613,"Grund
-"
Villa,"Vær.
7",8200 Aarhus N,Aldersrovej 31,em em--f tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/402842809,"Grund
1.205"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Montanagade 57, 2.",em em--f tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/424557624,"Grund
-"
Ejerlejlighed,"Vær.
5",8000 Aarhus C,"Ingerslevs Boulevard 19, st. th",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/106682675,"Grund
-"
Ejerlejlighed,"Vær.
2",8200 Aarhus N,"Jens Baggesens Vej 33, 3. 14",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/937720850,"Grund
-"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Chr.Wærums Gade 6, 5. tv",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/659240574,"Grund
-"
Andelsbolig,"Vær.
1",8000 Aarhus C,"Åboulevarden 43, 1. mf",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/423945170,"Grund
-"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Søndre Ringgade 83, 4. tv",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/455046022,"Grund
-"
Rækkehus,"Vær.
4",8520 Lystrup,Kildehaven 9,em em--b tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/818237034,"Grund
220"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Dannebrogsgade 15, 1. th",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/651731365,"Grund
-"
Villa,"Vær.
5",8320 Mårslet,Langballevej 182,em em--f tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/815566354,"Grund
2.137"
Ejerlejlighed,"Vær.
2",8200 Aarhus N,"Niels Juels Gade 7, 4.",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/276476358,"Grund
-"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Grønningen 1, st. th",em em--g tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/833260653,"Grund
-"
Andelsbolig,"Vær.
1",8200 Aarhus N,"Brendstrupvej 45, st. tv",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/573181332,"Grund
3.450"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Skovgaardsgade 16, 1. th",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/366366091,"Grund
-"
Villa,"Vær.
5",8380 Trige,Byhøjvej 6,em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/943515911,"Grund
822"
Helårsgrund,"Vær.
0",8340 Malling,Teglvangen 25B,,https://www.boligsiden.dk/arkiv/331699558,"Grund
1.030"
Andelsbolig,"Vær.
3",8220 Brabrand,"J. P. Larsens Vej 27, st. tv",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/571369418,"Grund
-"
Villa,"Vær.
6",8000 Aarhus C,Vanløsevej 9,em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/378836875,"Grund
816"
Andelsbolig,"Vær.
2",8000 Aarhus C,"Christen Købkes Gade 19, 1. th",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/743151610,"Grund
-"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Møllevejen 27, 3. th",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/878365941,"Grund
-"
Rækkehus,"Vær.
3",8381 Tilst,Sortevej 25,em em--b tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/597869669,"Grund
259"
Villa,"Vær.
5",8340 Malling,Balskærvej 54,em em--b tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/430167013,"Grund
886"
Rækkehus,"Vær.
4",8270 Højbjerg,Ryslingeparken 44,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/843822869,"Grund
232"
Andelsbolig,"Vær.
2",8000 Aarhus C,"Marstrandsgade 5, 2. th",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/397989751,"Grund
-"
Villa,"Vær.
6",8355 Solbjerg,Kannevej 7,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/237665830,"Grund
39.986"
Villa,"Vær.
4",8210 Aarhus V,Runestenen 2,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/272244958,"Grund
1.043"
Rækkehus,"Vær.
4",8220 Brabrand,Hejrebakken 57,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/662387034,"Grund
342"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Sølystgade 53, 3.",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/727766233,"Grund
203"
Villa,"Vær.
5",8240 Risskov,Ørnsøvej 21,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/561612447,"Grund
800"
Andelsbolig,"Vær.
2",8000 Aarhus C,"Mønsgade 12, 1.",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/344747085,"Grund
-"
Andelsbolig,"Vær.
3",8200 Aarhus N,Præsteager 147,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/516804488,"Grund
-"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Langenæs Alle 41, 2. th",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/397253399,"Grund
-"
Lystejendom,"Vær.
9",8260 Viby J,Storskovvej 47,em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/405941150,"Grund
63.114"
Rækkehus,"Vær.
4",8260 Viby J,Skovlundgårdsvej 258,em em--b tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/706613473,"Grund
185"
Andelsbolig,"Vær.
2",8000 Aarhus C,"Regenburgsgade 9, 2. th",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/983322072,"Grund
-"
Villa,"Vær.
4",8380 Trige,Bærmosehøjen 6,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/817860075,"Grund
818"
Andelsbolig,"Vær.
2",8230 Åbyhøj,Silkeborgvej 335,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/450462164,"Grund
-"
Ejerlejlighed,"Vær.
3",8200 Aarhus N,"Dronning Margrethes Vej 21, 2. tv",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/921216266,"Grund
-"
Villa,"Vær.
7",8270 Højbjerg,Kragelunds Alle 10,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/693985290,"Grund
974"
Fritidsbolig,"Vær.
6",8340 Malling,Granvej 14,,https://www.boligsiden.dk/arkiv/866046385,"Grund
803"
Rækkehus,"Vær.
5",8240 Risskov,Tornagervej 25,em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/788563037,"Grund
319"
Andelsbolig,"Vær.
4",8361 Hasselager,Pilegårdsvej 54B,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/941204161,"Grund
-"
Rækkehus,"Vær.
2",8520 Lystrup,Kirsebærhaven 37,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/999597529,"Grund
1"
Andelsbolig,"Vær.
3",8000 Aarhus C,"Heibergsgade 25, st. tv",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/576030638,"Grund
-"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Ålborggade 3, st. tv",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/416078698,"Grund
-"
Ejerlejlighed,"Vær.
2",8200 Aarhus N,"Nordre Ringgade 88, 4. tv",em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/653095010,"Grund
-"
Rækkehus,"Vær.
4",8260 Viby J,Grøndalsvej 106,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/790151027,"Grund
291"
Ejerlejlighed,"Vær.
2",8230 Åbyhøj,"Erik Bøghs Vej 6 B, st.",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/401101571,"Grund
-"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Grønnegade 77 D, 2. th",em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/197577310,"Grund
-"
Andelsbolig,"Vær.
4",8270 Højbjerg,"Holmevej 257, st. tv",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/367874754,"Grund
-"
Andelsbolig,"Vær.
2",8000 Aarhus C,"Falstersgade 29 A, 3. tv.",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/506699018,"Grund
-"
Villa,"Vær.
5",8541 Skødstrup,Bondehaven 9 E,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/356670943,"Grund
771"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Vestervang 37, st. 3703",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/210613351,"Grund
-"
Villa,"Vær.
5",8230 Åbyhøj,Arnegårdsvej 47 B,,https://www.boligsiden.dk/arkiv/806521068,"Grund
463"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Janus La Cours Gade 16, st. mf",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/330843679,"Grund
-"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Helga Pedersens Gade 13, 6.",em em--b tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/174239636,"Grund
-"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Vesterbrogade 26, 2.",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/631523392,"Grund
-"
Rækkehus,"Vær.
4",8520 Lystrup,Bøgehaven 27,em em--b tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/708912984,"Grund
474"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Bissensgade 11, 1. th",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/485037676,"Grund
-"
Rækkehus,"Vær.
3",8000 Aarhus C,Ole Rømers Gade 15,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/675153681,"Grund
160"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Ewaldsgade 4, st.",em em--g tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/789413922,"Grund
-"
